Symbol,Name,MarketCap,Country,Sector,Industry
BBY,Best Buy Co.  Inc.,12201284853.07,United States,Consumer Services,Consumer Electronics/Video Chains
MKL,Markel Corporation,12230914290.16,United States,Finance,Property-Casualty Insurers
WHR,Whirlpool Corporation,12233519668.65,United States,Consumer Durables,Consumer Electronics/Appliances
XLNX,Xilinx  Inc.,12239720012.08,United States,Technology,Semiconductors
LH,Laboratory Corporation of America Holdings,12322112000,United States,Health Care,Medical Specialities
MRO,Marathon Oil Corporation,12385712058.77,United States,Energy,Oil & Gas Production
JWN,Nordstrom  Inc.,12385824704.4,United States,Consumer Services,Clothing/Shoe/Accessory Stores
FE,FirstEnergy Corporation,12390893794.78,United States,Public Utilities,Electric Utilities: Central
UHS,Universal Health Services  Inc.,12463102996.12,United States,Health Care,Hospital/Nursing Management
DISCA,Discovery Communications  Inc.,12477934314.78,United States,Consumer Services,Television Services
DISCB,Discovery Communications  Inc.,12480515066.448,United States,Consumer Services,Television Services
FNF,Fidelity National Financial  Inc.,12511151885.01,United States,Finance,Specialty Insurers
EFX,Equifax  Inc.,12565524151.14,United States,Finance,Finance: Consumer Services
A,Agilent Technologies  Inc.,12639719230.34,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TSCO,Tractor Supply Company,12682782889,United States,Consumer Services,RETAIL: Building Materials
HSIC,Henry Schein  Inc.,12817279089.78,United States,Health Care,Medical Specialities
HBI,Hanesbrands Inc.,12851747725.6,United States,Consumer Services,Clothing/Shoe/Accessory Stores
MDVN,Medivation  Inc.,12917529280.16,United States,Health Care,Major Pharmaceuticals
CAM,Cameron International Corporation,13101042799.56,United States,Energy,Metal Fabrications
LMCK,Liberty Media Corporation,13118616050.7,United States,Consumer Services,Broadcasting
HST,Host Hotels & Resorts  Inc.,13138155368.12,United States,Consumer Services,Real Estate Investment Trusts
HOT,Starwood Hotels & Resorts Worldwide  Inc.,13139322452.75,United States,Consumer Services,Hotels/Resorts
CTXS,Citrix Systems  Inc.,13180723742.76,United States,Technology,Computer Software: Prepackaged Software
NOW,ServiceNow  Inc.,13305964000,United States,Technology,Computer Software: Prepackaged Software
MAC,Macerich Company (The),13313229287.55,United States,Consumer Services,Real Estate Investment Trusts
GWW,W.W. Grainger  Inc.,13323097331.94,United States,Consumer Services,Office Equipment/Supplies/Services
L,Loews Corporation,13394150960.4,United States,Finance,Property-Casualty Insurers
CXO,Concho Resources Inc.,13405319386.58,United States,Energy,Oil & Gas Production
RF,Regions Financial Corporation,13421309419.37,United States,Finance,Major Banks
MGM,MGM Resorts International,13424259800.64,United States,Consumer Services,Hotels/Resorts
NUE,Nucor Corporation,13455149432.9,United States,Basic Industries,Steel/Iron Ore
SEP,Spectra Energy Partners  LP,13476769804.98,United States,Public Utilities,Natural Gas Distribution
CLR,Continental Resources  Inc.,13521308167.2,United States,Energy,Oil & Gas Production
GPC,Genuine Parts Company,13570986536.16,United States,Capital Goods,Automotive Aftermarket
CFG,Citizens Financial Group  Inc.,13573451698.29,United States,Finance,Major Banks
LMCA,Liberty Media Corporation,13584981173.73,United States,Consumer Services,Broadcasting
VMC,Vulcan Materials Company,13604987797.65,United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
AME,AMTEK  Inc.,13612036472.65,United States,Consumer Durables,Metal Fabrications
LMCB,Liberty Media Corporation,13616519534.568,United States,Consumer Services,Broadcasting
TSO,Tesoro Corporation,13687187418.25,United States,Energy,Integrated oil Companies
BCR,C.R. Bard  Inc.,13746507044.5,United States,Health Care,Medical/Dental Instruments
PANW,Palo Alto Networks  Inc.,13756138903.44,United States,Technology,Computer peripheral equipment
SJM,J.M. Smucker Company (The),13761483395,United States,Consumer Non-Durables,Packaged Foods
MHK,Mohawk Industries  Inc.,13832164342.98,United States,Consumer Durables,Home Furnishings
SBAC,SBA Communications Corporation,13849831741.5,United States,Consumer Services,Telecommunications Equipment
NCLH,Norwegian Cruise Line Holdings Ltd.,13877509555.84,United States,Consumer Services,Marine Transportation
MSI,Motorola Solutions  Inc.,14062904314.08,United States,Technology,Radio And Television Broadcasting And Communications Equipment
SYMC,Symantec Corporation,14073438486.58,United States,Technology,Computer Software: Prepackaged Software
LNC,Lincoln National Corporation,14093473108.3,United States,Finance,Life Insurance
DTE,DTE Energy Company,14248569868.75,United States,Public Utilities,Electric Utilities: Central
PH,Parker-Hannifin Corporation,14260225536.36,United States,Capital Goods,Metal Fabrications
ESS,Essex Property Trust  Inc.,14380913650.5,United States,Consumer Services,Real Estate Investment Trusts
FLT,FleetCor Technologies  Inc.,14400606948.8,United States,Miscellaneous,Business Services
ADSK,Autodesk  Inc.,14449595569.52,United States,Technology,Computer Software: Prepackaged Software
IVZ,Invesco Plc,14453704430,United States,Finance,Investment Managers
AAP,Advance Auto Parts Inc,14549761131.84,United States,Consumer Services,Other Specialty Stores
ROK,Rockwell Automation  Inc.,14617511054,United States,Capital Goods,Industrial Machinery/Components
RHT,Red Hat  Inc.,14810723528.04,United States,Technology,Computer Software: Programming  Data Processing
NOV,National Oilwell Varco  Inc.,14950997242.74,United States,Energy,Metal Fabrications
FDC,First Data Corporation,15013833544.36,United States,Miscellaneous,Business Services
CPB,Campbell Soup Company,15107855844.19,United States,Consumer Non-Durables,Packaged Foods
PFG,Principal Financial Group Inc,15208421723,United States,Finance,Accident &Health Insurance
MMP,Magellan Midstream Partners L.P.,15258094001.23,United States,Energy,Natural Gas Distribution
RSG,Republic Services  Inc.,15302793820.08,United States,Public Utilities,Environmental Services
SNDK,SanDisk Corporation,15467293442.58,United States,Technology,Electronic Components
WY,Weyerhaeuser Company,15521570926.4,United States,Consumer Services,Real Estate Investment Trusts
ES,Eversource Energy,15547828499.28,United States,Public Utilities,Electric Utilities: Central
WEC,WEC Energy Group  Inc.,15629537515.58,United States,Public Utilities,Power Generation
WDC,Western Digital Corporation,15642057972.75,United States,Technology,Electronic Components
NBL,Noble Energy Inc.,15766507472.82,United States,Energy,Oil & Gas Production
WDAY,Workday  Inc.,15778560000,United States,Technology,EDP Services
CLX,Clorox Company (The),15785257873.8,United States,Consumer Durables,Specialty Chemicals
HCP,HCP  Inc.,15797484994.71,United States,Consumer Services,Real Estate Investment Trusts
ALTR,Altera Corporation,15921212519.17,United States,Technology,Semiconductors
DLTR,Dollar Tree  Inc.,15953755204.03,United States,Consumer Services,Department/Specialty Retail Stores
QVCB,Liberty Interactive Corporation,16021517143.56,United States,Consumer Services,Catalog/Specialty Distribution
CTL,CenturyLink  Inc.,16084505391.66,United States,Public Utilities,Telecommunications Equipment
SWK,Stanley Black & Decker  Inc.,16095578862.5,United States,Capital Goods,Industrial Machinery/Components
QVCA,Liberty Interactive Corporation,16123987343.5,United States,Consumer Services,Catalog/Specialty Distribution
M,Macy&#39;s Inc,16185067086.3,United States,Consumer Services,Department/Specialty Retail Stores
DPS,Dr Pepper Snapple Group  Inc,16293830907.06,United States,Consumer Non-Durables,Beverages (Production/Distribution)
MJN,Mead Johnson Nutrition Company,16354154094.8,United States,Consumer Non-Durables,Packaged Foods
SWKS,Skyworks Solutions  Inc.,16401557266.39,United States,Technology,Semiconductors
MTB,M&T Bank Corporation,16482613947.48,United States,Finance,Major Banks
VIAB,Viacom Inc.,16577321943.52,United States,Consumer Services,Television Services
FITB,Fifth Third Bancorp,16582347223.38,United States,Finance,Major Banks
EQIX,Equinix  Inc.,16634038836.42,United States,Consumer Services,Real Estate Investment Trusts
DVA,DaVita healthCare Partners Inc.,16651685000,United States,Health Care,Hospital/Nursing Management
SIAL,Sigma-Aldrich Corporation,16719803255.52,United States,Consumer Durables,Specialty Chemicals
VTR,Ventas  Inc.,16922184625.5,United States,Consumer Services,Real Estate Investment Trusts
EW,Edwards Lifesciences Corporation,16951543473.93,United States,Health Care,Industrial Specialties
NVDA,NVIDIA Corporation,17005450000,United States,Technology,Semiconductors
APH,Amphenol Corporation,17055648155.16,United States,Capital Goods,Electrical Products
UA,Under Armour  Inc.,17278106111.26,United States,Consumer Non-Durables,Apparel
EXPE,Expedia  Inc.,17310152278.32,United States,Consumer Services,Transportation Services
NTRS,Northern Trust Corporation,17334586190.88,United States,Finance,Major Banks
CAG,ConAgra Foods  Inc.,17615156483.86,United States,Consumer Non-Durables,Packaged Foods
HRL,Hormel Foods Corporation,17624759581.14,United States,Consumer Non-Durables,Meat/Poultry/Fish
XEL,Xcel Energy Inc.,17691344653.08,United States,Public Utilities,Power Generation
IP,International Paper Company,17774886060.15,United States,Basic Industries,Paper
OMC,Omnicom Group Inc.,17805757567.5,United States,Technology,Advertising
MU,Micron Technology  Inc.,17860647756.35,United States,Technology,Semiconductors
IBKR,Interactive Brokers Group  Inc.,17920419775.2,United States,Finance,Investment Bankers/Brokers/Service
S,Sprint Corporation,17975813651.52,United States,Public Utilities,Telecommunications Equipment
HES,Hess Corporation,18015745080.36,United States,Energy,Integrated oil Companies
APA,Apache Corporation,18018663457.62,United States,Energy,Oil & Gas Production
LVLT,Level 3 Communications  Inc.,18097671974.6,United States,Public Utilities,Telecommunications Equipment
ED,Consolidated Edison Inc,18143413957.2,United States,Public Utilities,Power Generation
VNO,Vornado Realty Trust,18190423716.48,United States,Consumer Services,Real Estate Investment Trusts
STJ,St. Jude Medical  Inc.,18262690287.24,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ADS,Alliance Data Systems Corporation,18304098215.2,United States,Miscellaneous,Business Services
TSN,Tyson Foods  Inc.,18480732497.5,United States,Consumer Non-Durables,Meat/Poultry/Fish
BMRN,BioMarin Pharmaceutical Inc.,18531047087.8,United States,Health Care,Major Pharmaceuticals
INCY,Incyte Corporation,18639241881.15,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ISRG,Intuitive Surgical  Inc.,18718475601.6,United States,Health Care,Industrial Specialties
PGR,Progressive Corporation (The),18755694427.47,United States,Finance,Property-Casualty Insurers
SE,Spectra Energy Corp,18771311912.52,United States,Public Utilities,Oil & Gas Production
ROP,Roper Technologies  Inc.,18886860211.04,United States,Capital Goods,Industrial Machinery/Components
SWH,Stanley Black & Decker  Inc.,18892386177.936,United States,Capital Goods,Industrial Machinery/Components
CMI,Cummins Inc.,18913113681.44,United States,Energy,Industrial Machinery/Components
FIS,Fidelity National Information Services  Inc.,18919528242.19,United States,Miscellaneous,Business Services
PAYX,Paychex  Inc.,19036509043.2,United States,Consumer Services,Diversified Commercial Services
BXP,Boston Properties  Inc.,19072307743.61,United States,Consumer Services,Real Estate Investment Trusts
CMG,Chipotle Mexican Grill  Inc.,19099226837.2,United States,Consumer Services,Restaurants
PCAR,PACCAR Inc.,19150548093.3,United States,Capital Goods,Auto Manufacturing
EIX,Edison International,19242409826.36,United States,Public Utilities,Electric Utilities: Central
DVN,Devon Energy Corporation,19263570000,United States,Energy,Oil & Gas Production
TROW,T. Rowe Price Group  Inc.,19316766583.31,United States,Finance,Investment Bankers/Brokers/Service
ADI,Analog Devices  Inc.,19353733432.4,United States,Technology,Semiconductors
HIG,Hartford Financial Services Group  Inc. (The),19497431525.6,United States,Finance,Property-Casualty Insurers
PEG,Public Service Enterprise Group Incorporated,19560485352.96,United States,Public Utilities,Power Generation
VIA,Viacom Inc.,19578921146.22,United States,Consumer Services,Television Services
MAR,Marriott International,19716644435.4,United States,Consumer Services,Hotels/Resorts
DG,Dollar General Corporation,19983812579.96,United States,Consumer Services,Department/Specialty Retail Stores
AMTD,TD Ameritrade Holding Corporation,20238913664.46,United States,Finance,Investment Bankers/Brokers/Service
MCO,Moody&#39;s Corporation,20540765000,United States,Finance,Finance: Consumer Services
ROST,Ross Stores  Inc.,20566852387.2,United States,Consumer Services,Clothing/Shoe/Accessory Stores
BAX,Baxter International Inc.,20714114576.99,United States,Health Care,Medical/Dental Instruments
WPZ,Williams Partners LP,20740137852,United States,Public Utilities,Natural Gas Distribution
CERN,Cerner Corporation,20763111244.48,United States,Technology,EDP Services
AMP,AMERIPRISE FINANCIAL SERVICES  INC.,20768027115.36,United States,Finance,Investment Managers
AMAT,Applied Materials  Inc.,20998750639.9,United States,Technology,Semiconductors
ABC,AmerisourceBergen Corporation (Holding Co),21103488542.76,United States,Health Care,Other Pharmaceuticals
SCCO,Southern Copper Corporation,21165887781.5,United States,Basic Industries,Precious Metals
ETE,Energy Transfer Equity  L.P.,21209575303.96,United States,Public Utilities,Natural Gas Distribution
CHTR,Charter Communications  Inc.,21356020231.56,United States,Consumer Services,Television Services
SIRI,Sirius XM Holdings Inc.,21369681622.9,United States,Consumer Services,Broadcasting
